condition,seed,push_force,push_direction,episode_return,episode_length,terminated,truncated,x_displacement,y_displacement,post_push_x_displacement,forward_score
no_push,0,0.0000,none,2237.325725,1000,False,True,64.562666,-3.162011,47.986616,63.930264
no_push,1,0.0000,none,2192.743000,1000,False,True,62.346299,0.106553,46.509308,62.324989
no_push,2,0.0000,none,1403.431182,618,True,False,40.944618,-1.150639,22.260897,40.714490
no_push,3,0.0000,none,2213.740108,1000,False,True,63.391922,-0.539531,45.212429,63.284016
no_push,4,0.0000,none,488.998675,231,True,False,13.523819,-4.072904,13.523819,12.709239
+x_5,0,5.0000,+x,1705.091680,750,True,False,49.782932,-11.335421,32.750049,47.515847
+x_5,1,5.0000,+x,2242.838787,1000,False,True,64.885702,3.014662,48.675347,64.282769
+x_5,2,5.0000,+x,1097.485283,490,True,False,31.710922,-5.241392,12.598513,30.662643
+x_5,3,5.0000,+x,2303.837602,1000,False,True,67.892597,-4.428634,49.404980,67.006870
+x_5,4,5.0000,+x,488.998675,231,True,False,13.523819,-4.072904,13.523819,12.709239
-x_5,0,5.0000,-x,2267.313293,1000,False,True,66.058679,-6.136578,49.894732,64.831363
-x_5,1,5.0000,-x,2172.903399,1000,False,True,61.357278,-0.396105,45.933062,61.278057
-x_5,2,5.0000,-x,2269.322028,1000,False,True,66.173959,-1.425697,47.942401,65.888819
-x_5,3,5.0000,-x,818.592077,390,True,False,22.477796,-2.388992,4.747878,21.999997
-x_5,4,5.0000,-x,488.998675,231,True,False,13.523819,-4.072904,13.523819,12.709239
+y_5,0,5.0000,+y,2226.332238,1000,False,True,64.016806,-6.235681,47.407722,62.769670
+y_5,1,5.0000,+y,2246.598679,1000,False,True,65.050422,1.223072,49.168816,64.805807
+y_5,2,5.0000,+y,2263.439855,1000,False,True,65.889779,3.215290,47.177319,65.246720
+y_5,3,5.0000,+y,1546.435587,1000,False,True,30.053790,0.538826,11.872648,29.946025
+y_5,4,5.0000,+y,488.998675,231,True,False,13.523819,-4.072904,13.523819,12.709239
-y_5,0,5.0000,-y,2249.111631,1000,False,True,65.193005,-13.984213,48.610849,62.396163
-y_5,1,5.0000,-y,2059.049512,921,True,False,59.389173,-2.281312,43.673761,58.932911
-y_5,2,5.0000,-y,2203.409824,1000,False,True,62.876500,2.898307,44.150735,62.296838
-y_5,3,5.0000,-y,1614.360843,708,True,False,47.214523,-0.190771,29.127786,47.176369
-y_5,4,5.0000,-y,488.998675,231,True,False,13.523819,-4.072904,13.523819,12.709239
+x_10,0,10.0000,+x,809.141524,367,True,False,23.111092,-7.500588,5.605312,21.610975
+x_10,1,10.0000,+x,1834.606690,807,True,False,53.555906,-5.616138,36.901652,52.432679
+x_10,2,10.0000,+x,1269.212391,541,True,False,37.873139,-4.797358,18.339917,36.913668
+x_10,3,10.0000,+x,2367.685724,1000,False,True,71.071495,-2.732035,52.180800,70.525088
+x_10,4,10.0000,+x,488.998675,231,True,False,13.523819,-4.072904,13.523819,12.709239
-x_10,0,10.0000,-x,1221.282070,1000,False,True,13.812782,-7.333314,-1.912981,12.346120
-x_10,1,10.0000,-x,1203.380520,1000,False,True,12.910963,-3.055901,-2.043308,12.299783
-x_10,2,10.0000,-x,1269.857616,1000,False,True,16.249585,-2.773205,-1.565562,15.694944
-x_10,3,10.0000,-x,1254.242562,1000,False,True,15.433455,-3.158173,-1.920029,14.801820
-x_10,4,10.0000,-x,488.998675,231,True,False,13.523819,-4.072904,13.523819,12.709239
+y_10,0,10.0000,+y,1266.120959,1000,False,True,16.083411,-2.747032,-0.448932,15.534005
+y_10,1,10.0000,+y,2171.683045,1000,False,True,61.288152,3.774983,45.436751,60.533155
+y_10,2,10.0000,+y,1315.126983,1000,False,True,18.534087,2.635960,-0.119274,18.006895
+y_10,3,10.0000,+y,675.662661,319,True,False,18.697158,-0.928628,0.502983,18.511433
+y_10,4,10.0000,+y,488.998675,231,True,False,13.523819,-4.072904,13.523819,12.709239
-y_10,0,10.0000,-y,2202.415102,1000,False,True,62.837009,-13.199502,46.235816,60.197109
-y_10,1,10.0000,-y,2186.377043,1000,False,True,62.055564,-8.911073,46.417346,60.273349
-y_10,2,10.0000,-y,1108.574637,519,True,False,30.886986,-5.255870,12.226530,29.835812
-y_10,3,10.0000,-y,653.122168,310,True,False,17.993908,-3.681498,17.993908,17.257608
-y_10,4,10.0000,-y,488.998675,231,True,False,13.523819,-4.072904,13.523819,12.709239
+x_25,0,25.0000,+x,683.589535,311,True,False,19.483735,-7.030258,0.532015,18.077684
+x_25,1,25.0000,+x,800.037494,327,True,False,24.558141,-2.429092,6.522255,24.072322
+x_25,2,25.0000,+x,729.676606,312,True,False,21.742231,-1.798953,0.875951,21.382441
+x_25,3,25.0000,+x,730.419767,313,True,False,21.715932,-2.642802,1.454316,21.187372
+x_25,4,25.0000,+x,488.998675,231,True,False,13.523819,-4.072904,13.523819,12.709239
-x_25,0,25.0000,-x,567.374663,312,True,False,13.619488,-6.800311,-0.724587,12.259425
-x_25,1,25.0000,-x,1100.092149,1000,False,True,7.776518,-2.568598,-5.841823,7.262799
-x_25,2,25.0000,-x,616.022996,311,True,False,16.102207,-1.701204,-0.358798,15.761966
-x_25,3,25.0000,-x,592.248903,313,True,False,14.804601,-2.514278,-0.991763,14.301745
-x_25,4,25.0000,-x,488.998675,231,True,False,13.523819,-4.072904,13.523819,12.709239
+y_25,0,25.0000,+y,652.435521,323,True,False,17.356284,0.292642,0.788795,17.297755
+y_25,1,25.0000,+y,621.962172,323,True,False,15.837580,5.385949,0.087316,14.760390
+y_25,2,25.0000,+y,683.769556,322,True,False,18.972452,6.041230,0.414615,17.764206
+y_25,3,25.0000,+y,692.347958,326,True,False,19.199674,6.511133,1.105569,17.897448
+y_25,4,25.0000,+y,488.998675,231,True,False,13.523819,-4.072904,13.523819,12.709239
-y_25,0,25.0000,-y,627.404103,311,True,False,16.676777,-9.748225,0.087864,14.727132
-y_25,1,25.0000,-y,602.910021,310,True,False,15.503605,-4.251158,15.503605,14.653374
-y_25,2,25.0000,-y,662.319847,310,True,False,18.471659,-4.116168,18.471659,17.648425
-y_25,3,25.0000,-y,649.929060,310,True,False,17.839172,-5.297693,17.839172,16.779634
-y_25,4,25.0000,-y,488.998675,231,True,False,13.523819,-4.072904,13.523819,12.709239
+x_50,0,50.0000,+x,688.307707,308,True,False,19.865393,-7.007251,19.865393,18.463942
+x_50,1,50.0000,+x,859.770311,317,True,False,28.014224,-3.065436,6.845970,27.401137
+x_50,2,50.0000,+x,748.800336,309,True,False,22.844827,-1.983166,22.844827,22.448194
+x_50,3,50.0000,+x,734.674812,309,True,False,22.122705,-2.676639,22.122705,21.587377
+x_50,4,50.0000,+x,488.998675,231,True,False,13.523819,-4.072904,13.523819,12.709239
-x_50,0,50.0000,-x,516.911573,310,True,False,11.188743,-6.959699,11.188743,9.796803
-x_50,1,50.0000,-x,503.298958,310,True,False,10.511463,-1.758055,10.511463,10.159852
-x_50,2,50.0000,-x,578.305443,309,True,False,14.308453,-1.751677,14.308453,13.958118
-x_50,3,50.0000,-x,353.716985,320,True,False,2.550360,-1.433522,-9.908324,2.263655
