condition,seed,push_force,push_direction,episode_return,episode_length,terminated,truncated,x_displacement,y_displacement,post_push_x_displacement,forward_score
+x_50,3,50.0000,+x,837.165331,310,True,False,27.191191,-1.770421,27.191191,26.837107
+x_50,4,50.0000,+x,741.653228,307,True,False,22.578326,-5.772350,22.578326,21.423856
-x_50,0,50.0000,-x,550.542298,311,True,False,12.814093,-1.684652,-1.051398,12.477163
-x_50,1,50.0000,-x,554.244888,310,True,False,13.050399,0.045148,13.050399,13.041370
-x_50,2,50.0000,-x,347.304916,176,True,False,9.043341,-3.859585,9.043341,8.271424
-x_50,3,50.0000,-x,656.675496,308,True,False,18.251458,-1.505746,18.251458,17.950309
-x_50,4,50.0000,-x,341.841518,321,True,False,1.919195,-5.792257,-12.022264,0.760743
+y_50,0,50.0000,+y,679.336169,309,True,False,19.356024,2.832744,19.356024,18.789475
+y_50,1,50.0000,+y,661.980458,311,True,False,18.394555,5.783889,-0.009820,17.237777
+y_50,2,50.0000,+y,347.304916,176,True,False,9.043341,-3.859585,9.043341,8.271424
+y_50,3,50.0000,+y,721.224251,309,True,False,21.435961,2.512371,21.435961,20.933486
+y_50,4,50.0000,+y,688.632433,309,True,False,19.826917,-1.309794,19.826917,19.564958
-y_50,0,50.0000,-y,681.025896,309,True,False,19.446689,-5.419747,19.446689,18.362740
-y_50,1,50.0000,-y,658.527291,307,True,False,18.417987,-2.969824,18.417987,17.824022
-y_50,2,50.0000,-y,347.304916,176,True,False,9.043341,-3.859585,9.043341,8.271424
-y_50,3,50.0000,-y,720.966931,306,True,False,21.566811,-3.549470,21.566811,20.856917
-y_50,4,50.0000,-y,694.007045,311,True,False,20.008344,-12.957611,-0.025982,17.416822
