condition,seed,push_force,push_direction,episode_return,episode_length,terminated,truncated,x_displacement,y_displacement,post_push_x_displacement,forward_score
no_push,0,0.0000,none,274.431567,139,True,False,7.157745,-5.116701,7.157745,6.134405
no_push,1,0.0000,none,2301.571493,1000,False,True,67.698860,5.492200,47.521842,66.600420
no_push,2,0.0000,none,2235.013486,1000,False,True,64.408471,-1.282073,48.106704,64.152057
no_push,3,0.0000,none,2263.379978,1000,False,True,65.823485,6.513278,46.129907,64.520829
no_push,4,0.0000,none,1092.247791,1000,False,True,7.337047,-4.828000,-0.052914,6.371447
+x_5,0,5.0000,+x,274.431567,139,True,False,7.157745,-5.116701,7.157745,6.134405
+x_5,1,5.0000,+x,2240.886395,1000,False,True,64.688669,7.417337,44.125361,63.205202
+x_5,2,5.0000,+x,2207.020304,1000,False,True,63.029528,4.576650,46.344398,62.114197
+x_5,3,5.0000,+x,2305.089124,1000,False,True,67.892696,4.888315,47.763087,66.915033
+x_5,4,5.0000,+x,1101.678429,1000,False,True,7.782975,-4.900685,0.248167,6.802838
-x_5,0,5.0000,-x,274.431567,139,True,False,7.157745,-5.116701,7.157745,6.134405
-x_5,1,5.0000,-x,1844.036465,1000,False,True,44.847378,-0.365270,25.109357,44.774324
-x_5,2,5.0000,-x,2194.537047,1000,False,True,62.395845,-1.549298,46.490945,62.085985
-x_5,3,5.0000,-x,2348.897749,1000,False,True,70.084658,7.772435,50.693246,68.530171
-x_5,4,5.0000,-x,1097.967613,1000,False,True,7.613936,-5.441924,0.435345,6.525551
+y_5,0,5.0000,+y,274.431567,139,True,False,7.157745,-5.116701,7.157745,6.134405
+y_5,1,5.0000,+y,2288.565001,1000,False,True,67.050264,6.659411,46.872449,65.718382
+y_5,2,5.0000,+y,2215.420881,1000,False,True,63.405624,5.232274,47.105252,62.359169
+y_5,3,5.0000,+y,2213.520928,1000,False,True,63.321680,5.643072,43.626791,62.193066
+y_5,4,5.0000,+y,1098.885809,1000,False,True,7.672689,-4.690930,0.281659,6.734503
-y_5,0,5.0000,-y,274.431567,139,True,False,7.157745,-5.116701,7.157745,6.134405
-y_5,1,5.0000,-y,2340.419586,1000,False,True,69.660628,0.077036,49.526717,69.645220
-y_5,2,5.0000,-y,2228.424733,1000,False,True,64.086102,0.274257,47.829466,64.031251
-y_5,3,5.0000,-y,2324.486708,1000,False,True,68.852722,5.614294,49.127939,67.729863
-y_5,4,5.0000,-y,1097.649512,1000,False,True,7.611033,-5.251534,0.178743,6.560727
+x_10,0,10.0000,+x,274.431567,139,True,False,7.157745,-5.116701,7.157745,6.134405
+x_10,1,10.0000,+x,1420.148090,1000,False,True,23.705520,-0.296201,2.735537,23.646280
+x_10,2,10.0000,+x,2118.778822,1000,False,True,58.638284,1.376979,41.538668,58.362889
+x_10,3,10.0000,+x,1771.909020,790,True,False,51.211557,-2.874834,30.775999,50.636591
+x_10,4,10.0000,+x,1097.406741,1000,False,True,7.610858,-4.933816,-0.074646,6.624095
-x_10,0,10.0000,-x,274.431567,139,True,False,7.157745,-5.116701,7.157745,6.134405
-x_10,1,10.0000,-x,1304.571248,1000,False,True,17.894682,-0.689828,-1.405243,17.756716
-x_10,2,10.0000,-x,1207.658428,1000,False,True,13.079071,-3.737514,-2.287371,12.331568
-x_10,3,10.0000,-x,1289.204380,1000,False,True,17.162003,-2.258246,-1.734815,16.710354
-x_10,4,10.0000,-x,1081.492458,1000,False,True,6.811191,-4.758937,-0.018533,5.859403
+y_10,0,10.0000,+y,274.431567,139,True,False,7.157745,-5.116701,7.157745,6.134405
+y_10,1,10.0000,+y,2263.937971,1000,False,True,65.822374,10.258084,45.614606,63.770758
+y_10,2,10.0000,+y,2190.405087,1000,False,True,62.198578,2.873600,45.876761,61.623858
+y_10,3,10.0000,+y,2247.126962,1000,False,True,65.008361,13.017678,45.211499,62.404825
+y_10,4,10.0000,+y,1094.927275,1000,False,True,7.495630,-4.485032,0.163641,6.598623
-y_10,0,10.0000,-y,274.431567,139,True,False,7.157745,-5.116701,7.157745,6.134405
-y_10,1,10.0000,-y,726.544577,328,True,False,20.799502,-1.475357,0.778655,20.504431
-y_10,2,10.0000,-y,627.551509,314,True,False,16.531634,-4.374879,0.262361,15.656658
-y_10,3,10.0000,-y,911.503868,409,True,False,26.224578,-5.150882,6.543659,25.194402
-y_10,4,10.0000,-y,1094.893267,1000,False,True,7.500460,-5.272332,0.047421,6.445993
+x_25,0,25.0000,+x,274.431567,139,True,False,7.157745,-5.116701,7.157745,6.134405
+x_25,1,25.0000,+x,750.154980,311,True,False,22.785922,-0.194481,0.492292,22.747026
+x_25,2,25.0000,+x,685.691402,312,True,False,19.533484,-3.105273,0.902287,18.912429
+x_25,3,25.0000,+x,839.894768,322,True,False,26.752515,-1.116454,4.971732,26.529224
+x_25,4,25.0000,+x,548.786963,320,True,False,12.321872,-5.090679,2.788158,11.303736
-x_25,0,25.0000,-x,274.431567,139,True,False,7.157745,-5.116701,7.157745,6.134405
-x_25,1,25.0000,-x,581.248984,323,True,False,13.770282,-0.701431,-4.165670,13.629996
-x_25,2,25.0000,-x,511.875408,320,True,False,10.470047,-2.888620,-3.432762,9.892323
-x_25,3,25.0000,-x,579.637869,321,True,False,13.794648,-0.953921,-3.654134,13.603863
-x_25,4,25.0000,-x,306.420012,331,True,False,-0.309871,-5.193558,-5.462443,-1.348582
+y_25,0,25.0000,+y,274.431567,139,True,False,7.157745,-5.116701,7.157745,6.134405
+y_25,1,25.0000,+y,707.983868,323,True,False,20.107076,7.833641,-0.059095,18.540348
+y_25,2,25.0000,+y,649.032002,326,True,False,17.042230,6.560084,0.836234,15.730213
+y_25,3,25.0000,+y,716.548126,322,True,False,20.590742,6.110249,0.717382,19.368693
+y_25,4,25.0000,+y,441.559532,318,True,False,7.067340,-0.947939,-0.287956,6.877752
-y_25,0,25.0000,-y,274.431567,139,True,False,7.157745,-5.116701,7.157745,6.134405
-y_25,1,25.0000,-y,689.168554,309,True,False,19.833485,-1.743406,19.833485,19.484804
-y_25,2,25.0000,-y,613.216447,309,True,False,16.056835,-5.107224,16.056835,15.035390
-y_25,3,25.0000,-y,682.542960,310,True,False,19.461841,-3.439304,19.461841,18.773980
-y_25,4,25.0000,-y,1075.962713,1000,False,True,6.542349,-12.270091,-0.925985,4.088331
+x_50,0,50.0000,+x,274.431567,139,True,False,7.157745,-5.116701,7.157745,6.134405
+x_50,1,50.0000,+x,777.419841,309,True,False,24.246447,-0.300849,24.246447,24.186277
+x_50,2,50.0000,+x,701.869660,309,True,False,20.488962,-3.212553,20.488962,19.846452
+x_50,3,50.0000,+x,771.104461,309,True,False,23.938341,-1.510606,23.938341,23.636220
+x_50,4,50.0000,+x,713.011914,318,True,False,20.635220,-5.084280,7.815621,19.618364
-x_50,0,50.0000,-x,274.431567,139,True,False,7.157745,-5.116701,7.157745,6.134405
-x_50,1,50.0000,-x,588.033745,310,True,False,14.717162,0.162804,14.717162,14.684601
-x_50,2,50.0000,-x,505.865514,310,True,False,10.632005,-2.933122,10.632005,10.045381
-x_50,3,50.0000,-x,580.789482,310,True,False,14.364692,-1.175897,14.364692,14.129513
-x_50,4,50.0000,-x,239.173318,315,True,False,-2.920266,-5.611169,-4.770698,-4.042500
+y_50,0,50.0000,+y,274.431567,139,True,False,7.157745,-5.116701,7.157745,6.134405
+y_50,1,50.0000,+y,706.067681,322,True,False,20.063828,16.929623,0.032409,16.677904
+y_50,2,50.0000,+y,615.525017,311,True,False,16.069267,2.805833,0.038430,15.508101
+y_50,3,50.0000,+y,707.073912,316,True,False,20.401666,10.060081,0.636576,18.389650
+y_50,4,50.0000,+y,470.750630,324,True,False,8.233940,13.583079,0.813608,5.517324
-y_50,0,50.0000,-y,274.431567,139,True,False,7.157745,-5.116701,7.157745,6.134405
-y_50,1,50.0000,-y,687.863579,307,True,False,19.861396,-2.546119,19.861396,19.352172
-y_50,2,50.0000,-y,608.288062,306,True,False,15.948923,-5.323319,15.948923,14.884259
-y_50,3,50.0000,-y,679.648424,307,True,False,19.458361,-3.884038,19.458361,18.681553
-y_50,4,50.0000,-y,447.433069,320,True,False,7.262761,-20.674240,-0.294233,3.127913
