condition,seed,push_force,push_direction,episode_return,episode_length,terminated,truncated,x_displacement,y_displacement,post_push_x_displacement,forward_score
no_push,0,0.0000,none,2323.014593,1000,False,True,68.759629,1.352558,48.418314,68.489117
no_push,1,0.0000,none,2230.487856,1000,False,True,64.142823,-0.964245,45.975502,63.949974
no_push,2,0.0000,none,2196.813592,1000,False,True,62.461377,0.473077,45.305282,62.366762
no_push,3,0.0000,none,485.139275,229,True,False,13.415527,-1.376153,13.415527,13.140297
no_push,4,0.0000,none,554.289931,259,True,False,15.454242,-3.237262,15.454242,14.806790
+x_5,0,5.0000,+x,2323.314940,1000,False,True,68.767125,4.862892,48.053211,67.794547
+x_5,1,5.0000,+x,2256.487557,1000,False,True,65.450778,-2.424788,46.881487,64.965820
+x_5,2,5.0000,+x,2247.676578,1000,False,True,65.026786,-3.849082,47.494574,64.256970
+x_5,3,5.0000,+x,485.139275,229,True,False,13.415527,-1.376153,13.415527,13.140297
+x_5,4,5.0000,+x,554.289931,259,True,False,15.454242,-3.237262,15.454242,14.806790
-x_5,0,5.0000,-x,2279.627280,1000,False,True,66.598858,7.420445,46.746246,65.114769
-x_5,1,5.0000,-x,2252.443505,1000,False,True,65.238677,0.690537,47.489009,65.100569
-x_5,2,5.0000,-x,2175.585349,1000,False,True,61.409540,4.409118,44.579214,60.527716
-x_5,3,5.0000,-x,485.139275,229,True,False,13.415527,-1.376153,13.415527,13.140297
-x_5,4,5.0000,-x,554.289931,259,True,False,15.454242,-3.237262,15.454242,14.806790
+y_5,0,5.0000,+y,2270.048628,1000,False,True,66.127601,5.555616,45.763291,65.016478
+y_5,1,5.0000,+y,2247.019261,1000,False,True,64.956883,0.603092,46.744882,64.836264
+y_5,2,5.0000,+y,2223.525714,1000,False,True,63.816076,1.890325,46.650017,63.438011
+y_5,3,5.0000,+y,485.139275,229,True,False,13.415527,-1.376153,13.415527,13.140297
+y_5,4,5.0000,+y,554.289931,259,True,False,15.454242,-3.237262,15.454242,14.806790
-y_5,0,5.0000,-y,2295.881048,1000,False,True,67.405669,-0.869701,47.176241,67.231729
-y_5,1,5.0000,-y,1075.492653,499,True,False,30.150633,-4.644186,11.985491,29.221796
-y_5,2,5.0000,-y,2232.912190,1000,False,True,64.268598,2.275789,47.152393,63.813440
-y_5,3,5.0000,-y,485.139275,229,True,False,13.415527,-1.376153,13.415527,13.140297
-y_5,4,5.0000,-y,554.289931,259,True,False,15.454242,-3.237262,15.454242,14.806790
+x_10,0,10.0000,+x,1410.007786,1000,False,True,23.134389,-0.675322,2.022220,22.999324
+x_10,1,10.0000,+x,2325.088581,1000,False,True,68.875684,-4.440163,49.850463,67.987652
+x_10,2,10.0000,+x,1358.038283,1000,False,True,20.593313,-1.045957,2.636096,20.384121
+x_10,3,10.0000,+x,485.139275,229,True,False,13.415527,-1.376153,13.415527,13.140297
+x_10,4,10.0000,+x,554.289931,259,True,False,15.454242,-3.237262,15.454242,14.806790
-x_10,0,10.0000,-x,1296.527591,1000,False,True,17.511738,-1.275011,-1.915164,17.256736
-x_10,1,10.0000,-x,1259.940619,1000,False,True,15.646008,-3.980598,-1.679503,14.849889
-x_10,2,10.0000,-x,1002.322918,471,True,False,27.802124,0.417561,11.371162,27.718612
-x_10,3,10.0000,-x,485.139275,229,True,False,13.415527,-1.376153,13.415527,13.140297
-x_10,4,10.0000,-x,554.289931,259,True,False,15.454242,-3.237262,15.454242,14.806790
+y_10,0,10.0000,+y,725.391819,322,True,False,21.025201,1.796119,0.678315,20.665977
+y_10,1,10.0000,+y,2227.194698,1000,False,True,63.971997,9.782228,45.776025,62.015552
+y_10,2,10.0000,+y,649.628642,318,True,False,17.434869,1.028694,0.238152,17.229130
+y_10,3,10.0000,+y,485.139275,229,True,False,13.415527,-1.376153,13.415527,13.140297
+y_10,4,10.0000,+y,554.289931,259,True,False,15.454242,-3.237262,15.454242,14.806790
