condition,seed,mass_scale,friction_scale,damping_scale,episode_return,episode_length,terminated,truncated,x_displacement,y_displacement,forward_score
nominal,0,1.000000,1.000000,1.000000,2293.659403,1000,False,True,67.201914,-4.250410,66.351832
nominal,1,1.000000,1.000000,1.000000,2158.535853,1000,False,True,60.485903,-1.323692,60.221164
nominal,2,1.000000,1.000000,1.000000,2264.577044,1000,False,True,65.755212,-7.546202,64.245972
nominal,3,1.000000,1.000000,1.000000,2258.766809,1000,False,True,65.469870,-14.734842,62.522902
nominal,4,1.000000,1.000000,1.000000,2289.587635,1000,False,True,67.010097,-4.174615,66.175174
randomized,0,1.000000,1.000000,1.000000,2293.659403,1000,False,True,67.201914,-4.250410,66.351832
randomized,1,1.000000,1.000000,1.000000,2158.535853,1000,False,True,60.485903,-1.323692,60.221164
randomized,2,1.000000,1.000000,1.000000,2264.577044,1000,False,True,65.755212,-7.546202,64.245972
randomized,3,1.000000,1.000000,1.000000,2258.766809,1000,False,True,65.469870,-14.734842,62.522902
randomized,4,1.000000,1.000000,1.000000,2289.587635,1000,False,True,67.010097,-4.174615,66.175174
