condition,seed,push_force,push_direction,episode_return,episode_length,terminated,truncated,x_displacement,y_displacement,post_push_x_displacement,forward_score
-y_10,4,10.0000,-y,93.298181,59,True,False,1.887130,-0.886869,1.887130,1.709756
+x_25,0,25.0000,+x,744.657891,311,True,False,22.519904,-0.188396,0.490762,22.482225
+x_25,1,25.0000,+x,737.415373,311,True,False,22.182299,-2.234564,0.530278,21.735386
+x_25,2,25.0000,+x,743.041027,314,True,False,22.322248,-3.446324,1.989830,21.632983
+x_25,3,25.0000,+x,857.828716,324,True,False,27.590911,-5.563603,6.224521,26.478190
+x_25,4,25.0000,+x,93.298181,59,True,False,1.887130,-0.886869,1.887130,1.709756
-x_25,0,25.0000,-x,576.119995,323,True,False,13.525283,0.410698,-4.090675,13.443143
-x_25,1,25.0000,-x,566.542843,323,True,False,13.070666,-2.325098,-3.650294,12.605647
-x_25,2,25.0000,-x,1159.611052,1000,False,True,10.769554,-3.554607,-4.968921,10.058633
-x_25,3,25.0000,-x,561.538090,322,True,False,12.878547,-4.818031,-3.852760,11.914941
-x_25,4,25.0000,-x,93.298181,59,True,False,1.887130,-0.886869,1.887130,1.709756
+y_25,0,25.0000,+y,720.107048,323,True,False,20.723849,7.417188,0.815114,19.240412
+y_25,1,25.0000,+y,688.791523,318,True,False,19.423722,2.765519,0.316505,18.870618
+y_25,2,25.0000,+y,663.388292,323,True,False,17.915844,3.368809,0.013049,17.242082
+y_25,3,25.0000,+y,1365.754625,1000,False,True,21.091607,4.520482,2.024816,20.187511
+y_25,4,25.0000,+y,93.298181,59,True,False,1.887130,-0.886869,1.887130,1.709756
-y_25,0,25.0000,-y,694.857923,311,True,False,20.033193,-2.911997,0.089465,19.450794
-y_25,1,25.0000,-y,669.926791,309,True,False,18.905148,-4.529251,18.905148,17.999298
-y_25,2,25.0000,-y,650.968255,310,True,False,17.914114,-6.087422,17.914114,16.696630
-y_25,3,25.0000,-y,670.293533,309,True,False,18.932560,-7.159903,18.932560,17.500579
-y_25,4,25.0000,-y,93.298181,59,True,False,1.887130,-0.886869,1.887130,1.709756
+x_50,0,50.0000,+x,799.713651,310,True,False,25.323104,-0.502189,25.323104,25.222667
+x_50,1,50.0000,+x,845.615397,312,True,False,27.543534,-2.387645,2.456169,27.066005
+x_50,2,50.0000,+x,757.699075,310,True,False,23.247845,-3.478026,23.247845,22.552240
+x_50,3,50.0000,+x,731.284026,308,True,False,22.030331,-4.977976,22.030331,21.034735
+x_50,4,50.0000,+x,93.298181,59,True,False,1.887130,-0.886869,1.887130,1.709756
-x_50,0,50.0000,-x,593.323006,310,True,False,14.995670,-0.152585,14.995670,14.965153
-x_50,1,50.0000,-x,437.383675,317,True,False,6.897289,-1.792717,-6.494945,6.538745
-x_50,2,50.0000,-x,562.142923,309,True,False,13.509743,-3.374601,13.509743,12.834823
-x_50,3,50.0000,-x,409.981484,318,True,False,5.489984,-4.597104,-7.850517,4.570563
-x_50,4,50.0000,-x,93.298181,59,True,False,1.887130,-0.886869,1.887130,1.709756
+y_50,0,50.0000,+y,694.610493,321,True,False,19.549109,15.970739,-0.022225,16.354961
+y_50,1,50.0000,+y,692.895827,317,True,False,19.676700,10.157908,0.391001,17.645118
+y_50,2,50.0000,+y,646.197844,308,True,False,17.766215,-0.486669,17.766215,17.668882
+y_50,3,50.0000,+y,667.511276,313,True,False,18.595904,3.276388,-0.069795,17.940627
+y_50,4,50.0000,+y,93.298181,59,True,False,1.887130,-0.886869,1.887130,1.709756
-y_50,0,50.0000,-y,686.981991,308,True,False,19.783733,-3.772973,19.783733,19.029139
-y_50,1,50.0000,-y,666.362968,307,True,False,18.821768,-5.330003,18.821768,17.755767
-y_50,2,50.0000,-y,642.055094,306,True,False,17.654035,-5.616584,17.654035,16.530718
-y_50,3,50.0000,-y,664.573964,306,True,False,18.785900,-7.237560,18.785900,17.338388
-y_50,4,50.0000,-y,93.298181,59,True,False,1.887130,-0.886869,1.887130,1.709756
