condition,seed,push_force,push_direction,episode_return,episode_length,terminated,truncated,x_displacement,y_displacement,post_push_x_displacement,forward_score
no_push,0,0.0000,none,2205.756357,1000,False,True,63.123737,-6.339522,45.283518,61.855833
no_push,1,0.0000,none,236.141139,108,True,False,6.706458,-1.511777,6.706458,6.404102
no_push,2,0.0000,none,2225.184732,1000,False,True,64.050108,-9.779769,44.738564,62.094154
no_push,3,0.0000,none,1902.131644,850,True,False,54.986326,-2.896202,36.223511,54.407086
no_push,4,0.0000,none,2249.823072,1000,False,True,65.282190,-2.335898,47.050487,64.815010
+x_5,0,5.0000,+x,2268.903574,1000,False,True,66.254997,-8.671556,48.025920,64.520686
+x_5,1,5.0000,+x,236.141139,108,True,False,6.706458,-1.511777,6.706458,6.404102
+x_5,2,5.0000,+x,2337.662541,1000,False,True,69.661083,-3.489215,49.953837,68.963240
+x_5,3,5.0000,+x,2239.210698,1000,False,True,64.745562,0.389676,45.514843,64.667627
+x_5,4,5.0000,+x,2220.749990,1000,False,True,63.868075,-3.704140,45.231380,63.127247
-x_5,0,5.0000,-x,2257.685273,1000,False,True,65.692174,-6.738222,48.224398,64.344529
-x_5,1,5.0000,-x,236.141139,108,True,False,6.706458,-1.511777,6.706458,6.404102
-x_5,2,5.0000,-x,2320.405514,1000,False,True,68.784120,-12.000926,49.873881,66.383935
-x_5,3,5.0000,-x,2047.778066,910,True,False,59.431349,-0.066574,41.101425,59.418035
-x_5,4,5.0000,-x,1276.181806,1000,False,True,16.598559,-3.141994,-1.210516,15.970161
+y_5,0,5.0000,+y,2209.984523,1000,False,True,63.345417,-1.470753,45.455342,63.051266
+y_5,1,5.0000,+y,236.141139,108,True,False,6.706458,-1.511777,6.706458,6.404102
+y_5,2,5.0000,+y,1458.629324,1000,False,True,25.677434,-2.582740,6.418246,25.160886
+y_5,3,5.0000,+y,2330.266158,1000,False,True,69.252557,1.729136,50.503766,68.906730
+y_5,4,5.0000,+y,2214.356136,1000,False,True,63.551141,-7.141407,45.351551,62.122860
-y_5,0,5.0000,-y,1320.857475,611,True,False,37.212278,-5.359692,19.368557,36.140340
-y_5,1,5.0000,-y,236.141139,108,True,False,6.706458,-1.511777,6.706458,6.404102
-y_5,2,5.0000,-y,2045.217329,878,True,False,60.790297,-8.505227,41.460577,59.089252
-y_5,3,5.0000,-y,2301.885823,1000,False,True,67.875541,-3.299973,49.093274,67.215546
-y_5,4,5.0000,-y,2227.553193,1000,False,True,64.198838,-8.570351,45.902065,62.484768
+x_10,0,10.0000,+x,2302.690335,1000,False,True,67.920067,-8.008918,49.284165,66.318284
+x_10,1,10.0000,+x,236.141139,108,True,False,6.706458,-1.511777,6.706458,6.404102
+x_10,2,10.0000,+x,2373.368821,1000,False,True,71.432527,-6.583209,51.282195,70.115885
+x_10,3,10.0000,+x,2076.046582,1000,False,True,56.589219,1.604183,37.000003,56.268382
+x_10,4,10.0000,+x,2256.790687,1000,False,True,65.681885,-4.310379,46.492400,64.819810
-x_10,0,10.0000,-x,1259.838250,1000,False,True,15.787501,-4.420175,-1.221928,14.903466
-x_10,1,10.0000,-x,236.141139,108,True,False,6.706458,-1.511777,6.706458,6.404102
-x_10,2,10.0000,-x,1271.484566,1000,False,True,16.376364,-4.709580,-2.010858,15.434448
-x_10,3,10.0000,-x,1275.047187,1000,False,True,16.537655,-2.266271,-1.312646,16.084401
-x_10,4,10.0000,-x,1260.668644,1000,False,True,15.855411,-2.863354,-1.539118,15.282740
+y_10,0,10.0000,+y,667.563635,319,True,False,18.327095,-2.461479,0.556891,17.834799
+y_10,1,10.0000,+y,236.141139,108,True,False,6.706458,-1.511777,6.706458,6.404102
+y_10,2,10.0000,+y,2083.449741,960,True,False,58.848754,1.337826,39.640667,58.581188
+y_10,3,10.0000,+y,691.625783,319,True,False,19.520937,0.166466,0.756591,19.487643
+y_10,4,10.0000,+y,1325.449321,1000,False,True,19.093492,0.940992,0.905673,18.905293
-y_10,0,10.0000,-y,730.878473,359,True,False,19.608704,-7.399708,1.839856,18.128763
-y_10,1,10.0000,-y,236.141139,108,True,False,6.706458,-1.511777,6.706458,6.404102
-y_10,2,10.0000,-y,2250.377624,1000,False,True,65.309741,-12.093072,46.008844,62.891127
-y_10,3,10.0000,-y,2208.876587,1000,False,True,63.259958,-3.787816,44.487607,62.502395
-y_10,4,10.0000,-y,660.265576,312,True,False,18.294108,-3.984621,0.109769,17.497184
+x_25,0,25.0000,+x,702.359136,311,True,False,20.446853,-4.434688,0.408717,19.559915
+x_25,1,25.0000,+x,236.141139,108,True,False,6.706458,-1.511777,6.706458,6.404102
+x_25,2,25.0000,+x,744.983495,312,True,False,22.515647,-4.307628,0.968283,21.654122
+x_25,3,25.0000,+x,724.666167,311,True,False,21.550446,-2.123037,0.546725,21.125839
+x_25,4,25.0000,+x,692.850158,309,True,False,20.072064,-2.779799,20.072064,19.516105
-x_25,0,25.0000,-x,540.102885,321,True,False,11.861008,-4.003512,-3.726170,11.060306
-x_25,1,25.0000,-x,236.141139,108,True,False,6.706458,-1.511777,6.706458,6.404102
-x_25,2,25.0000,-x,622.943831,311,True,False,16.455803,-3.977896,-0.407865,15.660224
-x_25,3,25.0000,-x,561.499041,320,True,False,12.970986,-2.057291,-3.269269,12.559528
-x_25,4,25.0000,-x,607.566400,310,True,False,15.751652,-2.712572,15.751652,15.209137
+y_25,0,25.0000,+y,676.193686,322,True,False,18.616262,2.763242,0.742873,18.063614
+y_25,1,25.0000,+y,236.141139,108,True,False,6.706458,-1.511777,6.706458,6.404102
+y_25,2,25.0000,+y,707.956743,324,True,False,20.098725,3.424222,0.899144,19.413881
+y_25,3,25.0000,+y,679.426091,326,True,False,18.591969,5.778345,0.058166,17.436300
+y_25,4,25.0000,+y,675.240143,320,True,False,18.665879,4.292837,0.403973,17.807312
-y_25,0,25.0000,-y,646.232351,310,True,False,17.687926,-6.538372,17.687926,16.380251
-y_25,1,25.0000,-y,236.141139,108,True,False,6.706458,-1.511777,6.706458,6.404102
-y_25,2,25.0000,-y,678.108016,311,True,False,19.220770,-6.978226,0.069916,17.825125
-y_25,3,25.0000,-y,663.353376,308,True,False,18.631000,-3.856823,18.631000,17.859635
-y_25,4,25.0000,-y,653.479376,311,True,False,18.005287,-5.879038,0.042630,16.829480
+x_50,0,50.0000,+x,729.728759,309,True,False,21.912155,-4.310261,21.912155,21.050103
+x_50,1,50.0000,+x,236.141139,108,True,False,6.706458,-1.511777,6.706458,6.404102
+x_50,2,50.0000,+x,761.298614,309,True,False,23.476732,-4.616718,23.476732,22.553389
+x_50,3,50.0000,+x,819.966058,312,True,False,26.269600,-1.978214,2.269531,25.873957
+x_50,4,50.0000,+x,794.402521,311,True,False,25.051960,-3.151780,1.237547,24.421604
-x_50,0,50.0000,-x,527.259093,311,True,False,11.680575,-4.086389,-1.020234,10.863297
-x_50,1,50.0000,-x,236.141139,108,True,False,6.706458,-1.511777,6.706458,6.404102
-x_50,2,50.0000,-x,588.230663,309,True,False,14.815405,-4.115996,14.815405,13.992206
-x_50,3,50.0000,-x,616.829045,306,True,False,16.387379,-2.206593,16.387379,15.946060
-x_50,4,50.0000,-x,548.083059,310,True,False,12.774333,-2.610431,12.774333,12.252246
+y_50,0,50.0000,+y,667.865376,318,True,False,18.391307,8.869911,0.642934,16.617324
+y_50,1,50.0000,+y,236.141139,108,True,False,6.706458,-1.511777,6.706458,6.404102
+y_50,2,50.0000,+y,666.700101,310,True,False,18.694600,0.864036,18.694600,18.521793
+y_50,3,50.0000,+y,670.552090,318,True,False,18.518775,11.473155,0.102141,16.224144
+y_50,4,50.0000,+y,658.964138,319,True,False,17.903654,11.336993,0.050241,15.636255
-y_50,0,50.0000,-y,639.767724,307,True,False,17.508317,-6.969108,17.508317,16.114496
-y_50,1,50.0000,-y,236.141139,108,True,False,6.706458,-1.511777,6.706458,6.404102
-y_50,2,50.0000,-y,667.371406,306,True,False,18.919516,-6.279921,18.919516,17.663531
-y_50,3,50.0000,-y,658.289960,306,True,False,18.469033,-4.389460,18.469033,17.591141
-y_50,4,50.0000,-y,645.887325,306,True,False,17.861555,-4.892876,17.861555,16.882980
