condition,seed,push_force,push_direction,episode_return,episode_length,terminated,truncated,x_displacement,y_displacement,post_push_x_displacement,forward_score
no_push,0,0.0000,none,2223.062309,1000,False,True,63.843857,0.363811,44.270650,63.771095
no_push,1,0.0000,none,2241.448568,1000,False,True,64.743156,-0.737779,46.385557,64.595601
no_push,2,0.0000,none,2115.491927,1000,False,True,58.482932,-1.620513,42.659909,58.158830
no_push,3,0.0000,none,2266.044746,1000,False,True,66.020374,-7.123305,47.111160,64.595713
no_push,4,0.0000,none,2221.928568,1000,False,True,63.786395,-0.014762,46.520923,63.783443
+x_5,0,5.0000,+x,1504.000180,670,True,False,43.504732,0.194835,23.475373,43.465765
+x_5,1,5.0000,+x,2239.368560,1000,False,True,64.663550,-3.121227,45.855355,64.039305
+x_5,2,5.0000,+x,1421.280287,670,True,False,39.390907,-1.908195,23.068417,39.009268
+x_5,3,5.0000,+x,2286.707506,1000,False,True,67.045934,-2.793671,47.767582,66.487200
+x_5,4,5.0000,+x,2155.537276,1000,False,True,60.489843,-3.690864,42.867656,59.751670
-x_5,0,5.0000,-x,2228.959374,1000,False,True,64.129827,1.837495,45.014025,63.762328
-x_5,1,5.0000,-x,827.038304,390,True,False,22.899431,-4.139934,4.933062,22.071444
-x_5,2,5.0000,-x,2142.003586,1000,False,True,59.797564,-3.838742,44.389562,59.029815
-x_5,3,5.0000,-x,2197.252014,1000,False,True,62.560249,1.141913,44.088891,62.331866
-x_5,4,5.0000,-x,1918.231611,890,True,False,53.816750,-3.701953,36.950624,53.076360
+y_5,0,5.0000,+y,2248.843238,1000,False,True,65.135029,2.371748,45.566195,64.660679
+y_5,1,5.0000,+y,2210.318170,1000,False,True,63.198139,-1.494259,44.814247,62.899287
+y_5,2,5.0000,+y,2189.096780,1000,False,True,62.170277,-2.294850,46.318422,61.711307
+y_5,3,5.0000,+y,2240.108708,1000,False,True,64.727215,-6.099086,45.804705,63.507397
+y_5,4,5.0000,+y,2233.431738,1000,False,True,64.355602,2.949280,47.074625,63.765746
-y_5,0,5.0000,-y,2214.068182,1000,False,True,63.372086,0.654906,43.736662,63.241105
-y_5,1,5.0000,-y,2218.261933,1000,False,True,63.609064,-6.751511,45.211993,62.258762
-y_5,2,5.0000,-y,2190.863946,1000,False,True,62.251554,-2.465557,46.387534,61.758443
-y_5,3,5.0000,-y,2262.878002,1000,False,True,65.850784,-0.099316,46.955184,65.830921
-y_5,4,5.0000,-y,2169.087201,1000,False,True,61.145929,0.264492,43.950204,61.093030
+x_10,0,10.0000,+x,2248.092065,1000,False,True,65.098835,1.340436,44.618483,64.830747
+x_10,1,10.0000,+x,2277.771043,1000,False,True,66.611189,-6.124957,47.241745,65.386198
+x_10,2,10.0000,+x,1904.656699,871,True,False,54.048871,-5.334964,37.391813,52.981878
+x_10,3,10.0000,+x,2280.326772,1000,False,True,66.719317,-2.967609,46.985947,66.125796
+x_10,4,10.0000,+x,666.676596,313,True,False,18.524653,-1.668341,0.527801,18.190984
-x_10,0,10.0000,-x,1631.637507,770,True,False,45.167427,1.725599,26.583558,44.822307
-x_10,1,10.0000,-x,1273.771897,1000,False,True,16.321286,-3.236143,-1.181746,15.674057
-x_10,2,10.0000,-x,1225.801304,1000,False,True,14.020009,-3.228583,-0.914083,13.374293
-x_10,3,10.0000,-x,1271.751495,1000,False,True,16.324392,-3.779157,-1.648541,15.568561
-x_10,4,10.0000,-x,1238.719807,1000,False,True,14.643980,-2.234321,-1.730805,14.197116
+y_10,0,10.0000,+y,701.490050,319,True,False,19.980320,1.065422,0.480278,19.767236
+y_10,1,10.0000,+y,2210.028615,1000,False,True,63.177135,-1.792923,44.788306,62.818550
+y_10,2,10.0000,+y,2184.113879,1000,False,True,61.918573,2.583522,46.176048,61.401869
