condition,seed,push_force,push_direction,episode_return,episode_length,terminated,truncated,x_displacement,y_displacement,post_push_x_displacement,forward_score
no_push,0,0.0000,none,2178.588801,1000,False,True,61.611942,2.963878,44.456194,61.019166
no_push,1,0.0000,none,2291.051448,1000,False,True,67.204277,2.158593,47.212546,66.772559
no_push,2,0.0000,none,2209.871720,1000,False,True,63.181320,-5.817523,45.983792,62.017816
no_push,3,0.0000,none,2248.120048,1000,False,True,65.099354,-6.480275,47.670738,63.803299
no_push,4,0.0000,none,1009.592083,469,True,False,28.303748,-1.884259,10.013496,27.926896
+x_5,0,5.0000,+x,2202.027126,1000,False,True,62.766488,-1.887131,45.190658,62.389061
+x_5,1,5.0000,+x,2266.182625,1000,False,True,65.965316,3.848472,45.525027,65.195622
+x_5,2,5.0000,+x,2227.804376,1000,False,True,64.055303,-2.604294,46.443792,63.534444
+x_5,3,5.0000,+x,2247.282811,1000,False,True,65.026235,-2.957700,47.135577,64.434695
+x_5,4,5.0000,+x,2108.259884,930,True,False,61.393159,-0.009564,42.652417,61.391246
-x_5,0,5.0000,-x,2104.864493,951,True,False,60.234242,-0.334398,43.520957,60.167362
-x_5,1,5.0000,-x,1340.267853,1000,False,True,19.648431,2.544068,0.145237,19.139618
-x_5,2,5.0000,-x,2193.635580,1000,False,True,62.370406,-4.533924,45.500538,61.463621
-x_5,3,5.0000,-x,2181.868544,1000,False,True,61.762348,-4.810440,44.752367,60.800260
-x_5,4,5.0000,-x,2245.610595,1000,False,True,64.963009,-3.084860,47.149848,64.346037
+y_5,0,5.0000,+y,2195.792642,1000,False,True,62.462063,0.229300,45.300191,62.416203
+y_5,1,5.0000,+y,2254.687434,1000,False,True,65.380872,-0.233812,45.373663,65.334110
+y_5,2,5.0000,+y,2168.547399,1000,False,True,61.098242,-4.177642,43.881467,60.262713
+y_5,3,5.0000,+y,1475.932946,670,True,False,42.110955,-3.835332,24.624772,41.343889
+y_5,4,5.0000,+y,2259.148983,1000,False,True,65.643054,-3.301453,47.285989,64.982763
-y_5,0,5.0000,-y,2234.428419,1000,False,True,64.408312,-3.124478,47.311613,63.783417
-y_5,1,5.0000,-y,2276.259400,1000,False,True,66.469644,-3.730239,46.470363,65.723597
-y_5,2,5.0000,-y,1640.098097,1000,False,True,34.683692,-4.047467,17.513236,33.874198
-y_5,3,5.0000,-y,2270.168692,1000,False,True,66.187497,-7.664888,48.738532,64.654520
-y_5,4,5.0000,-y,1781.733048,799,True,False,51.280897,-0.188842,32.990747,51.243128
+x_10,0,10.0000,+x,1349.146937,1000,False,True,20.117307,0.335598,2.142287,20.050187
+x_10,1,10.0000,+x,838.667025,350,True,False,25.358037,1.881627,4.389585,24.981712
+x_10,2,10.0000,+x,669.293273,313,True,False,18.657957,-4.040299,0.586000,17.849898
+x_10,3,10.0000,+x,2215.581842,1000,False,True,63.464421,-5.649771,45.186173,62.334467
+x_10,4,10.0000,+x,2251.158889,1000,False,True,65.243173,-4.331078,46.077862,64.376957
