condition,episodes,mean_return,mean_length,success_rate,recovery_rate,mean_x_displacement,mean_abs_y_displacement,mean_post_push_x_displacement,mean_forward_score
no_push,10,1739.020888,801.60,0.6000,0.6000,49.020661,2.388663,33.387332,48.542929
-x_10,10,1246.684041,918.90,0.9000,0.1000,18.863655,2.348015,4.040646,18.394052
