condition,seed,mass_scale,friction_scale,damping_scale,episode_return,episode_length,terminated,truncated,x_displacement,y_displacement,forward_score
nominal,0,1.000000,1.000000,1.000000,2273.007786,1000,False,True,66.223363,-5.676832,65.087996
nominal,1,1.000000,1.000000,1.000000,2286.125824,1000,False,True,66.884044,-3.382566,66.207531
nominal,2,1.000000,1.000000,1.000000,2257.508915,1000,False,True,65.457499,-4.954924,64.466514
nominal,3,1.000000,1.000000,1.000000,1014.032174,1000,False,True,3.306418,-0.600354,3.186347
nominal,4,1.000000,1.000000,1.000000,2277.858744,1000,False,True,66.458426,-1.578763,66.142673
randomized,0,1.000000,1.000000,1.000000,2273.007786,1000,False,True,66.223363,-5.676832,65.087996
randomized,1,1.000000,1.000000,1.000000,2286.125824,1000,False,True,66.884044,-3.382566,66.207531
randomized,2,1.000000,1.000000,1.000000,2257.508915,1000,False,True,65.457499,-4.954924,64.466514
randomized,3,1.000000,1.000000,1.000000,1014.032174,1000,False,True,3.306418,-0.600354,3.186347
randomized,4,1.000000,1.000000,1.000000,2277.858744,1000,False,True,66.458426,-1.578763,66.142673
