condition,seed,mass_scale,friction_scale,damping_scale,episode_return,episode_length,terminated,truncated,x_displacement,y_displacement,forward_score
nominal,0,1.000000,1.000000,1.000000,2254.650771,1000,False,True,65.347681,1.072617,65.133158
nominal,1,1.000000,1.000000,1.000000,896.258405,391,True,False,26.291523,-2.955383,25.700447
nominal,2,1.000000,1.000000,1.000000,2265.753891,1000,False,True,65.944172,-4.528871,65.038398
nominal,3,1.000000,1.000000,1.000000,2318.822417,1000,False,True,68.562374,-2.003189,68.161736
nominal,4,1.000000,1.000000,1.000000,2328.879024,1000,False,True,69.051931,-2.476628,68.556605
randomized,0,1.109569,0.769787,0.540974,2200.893348,1000,False,True,62.692890,-6.162310,61.460428
randomized,1,0.613222,1.313270,1.412756,126.139426,70,True,False,2.999272,-1.488795,2.701513
randomized,2,1.085309,1.229497,1.043625,628.269592,330,True,False,15.831008,-5.738220,14.683364
randomized,3,1.348058,1.315854,0.502739,2208.459208,1000,False,True,63.069960,-0.387863,62.992387
randomized,4,1.285923,0.533586,1.229655,2178.067296,1000,False,True,61.564731,-11.357805,59.293170
