condition,seed,mass_scale,friction_scale,damping_scale,episode_return,episode_length,terminated,truncated,x_displacement,y_displacement,forward_score
nominal,0,1.000000,1.000000,1.000000,2273.007786,1000,False,True,66.223363,-5.676832,65.087996
nominal,1,1.000000,1.000000,1.000000,2286.125824,1000,False,True,66.884044,-3.382566,66.207531
nominal,2,1.000000,1.000000,1.000000,2257.508915,1000,False,True,65.457499,-4.954924,64.466514
nominal,3,1.000000,1.000000,1.000000,1014.032174,1000,False,True,3.306418,-0.600354,3.186347
nominal,4,1.000000,1.000000,1.000000,2277.858744,1000,False,True,66.458426,-1.578763,66.142673
randomized,0,1.054785,0.861872,0.724584,2242.695250,1000,False,True,64.711868,-4.196234,63.872622
randomized,1,0.806611,1.187962,1.247653,2396.377822,1000,False,True,72.337758,-4.298386,71.478081
randomized,2,1.042654,1.137698,1.026175,2197.061013,1000,False,True,62.449958,-3.644602,61.721037
randomized,3,1.174029,1.189512,0.701643,2189.219750,1000,False,True,62.057884,-5.120736,61.033737
randomized,4,1.142962,0.720151,1.137793,2236.645704,1000,False,True,64.419885,-4.458603,63.528165
