condition,seed,mass_scale,friction_scale,damping_scale,episode_return,episode_length,terminated,truncated,x_displacement,y_displacement,forward_score
nominal,0,1.000000,1.000000,1.000000,2296.854763,1000,False,True,67.438805,2.992891,66.840227
nominal,1,1.000000,1.000000,1.000000,2216.456076,1000,False,True,63.463730,3.732504,62.717229
nominal,2,1.000000,1.000000,1.000000,2158.146702,1000,False,True,60.499731,-0.368057,60.426119
nominal,3,1.000000,1.000000,1.000000,2277.726497,1000,False,True,66.499184,0.454800,66.408224
nominal,4,1.000000,1.000000,1.000000,1695.605598,758,True,False,48.891026,-0.948334,48.701359
randomized,0,1.109569,0.769787,0.540974,2223.295279,1000,False,True,63.802993,-8.186074,62.165779
randomized,1,0.613222,1.313270,1.412756,116.548138,70,True,False,2.522024,-1.025141,2.316996
randomized,2,1.085309,1.229497,1.043625,1233.128523,561,True,False,35.075411,-1.039552,34.867501
randomized,3,1.348058,1.315854,0.502739,2144.338843,1000,False,True,59.858091,5.926395,58.672812
randomized,4,1.285923,0.533586,1.229655,2109.504199,1000,False,True,58.135312,-0.610617,58.013189
