condition,seed,mass_scale,friction_scale,damping_scale,episode_return,episode_length,terminated,truncated,x_displacement,y_displacement,forward_score
nominal,0,1.000000,1.000000,1.000000,2254.650771,1000,False,True,65.347681,1.072617,65.133158
nominal,1,1.000000,1.000000,1.000000,896.258405,391,True,False,26.291523,-2.955383,25.700447
nominal,2,1.000000,1.000000,1.000000,2265.753891,1000,False,True,65.944172,-4.528871,65.038398
nominal,3,1.000000,1.000000,1.000000,2318.822417,1000,False,True,68.562374,-2.003189,68.161736
nominal,4,1.000000,1.000000,1.000000,2328.879024,1000,False,True,69.051931,-2.476628,68.556605
randomized,0,1.054785,0.861872,0.724584,2191.443784,1000,False,True,62.222575,1.965939,61.829388
randomized,1,0.806611,1.187962,1.247653,93.101490,59,True,False,1.870461,-1.094334,1.651594
randomized,2,1.042654,1.137698,1.026175,2272.353468,1000,False,True,66.280267,-1.973720,65.885523
randomized,3,1.174029,1.189512,0.701643,2275.843680,1000,False,True,66.451585,-5.474507,65.356683
randomized,4,1.142962,0.720151,1.137793,2173.410493,1000,False,True,61.330307,-4.580099,60.414287
