condition,seed,mass_scale,friction_scale,damping_scale,episode_return,episode_length,terminated,truncated,x_displacement,y_displacement,forward_score
nominal,0,1.000000,1.000000,1.000000,2353.143577,1000,False,True,70.329123,-0.586025,70.211918
nominal,1,1.000000,1.000000,1.000000,2314.624072,1000,False,True,68.406167,4.044842,67.597198
nominal,2,1.000000,1.000000,1.000000,2250.159342,1000,False,True,65.208642,-3.564798,64.495682
nominal,3,1.000000,1.000000,1.000000,678.262862,299,True,False,19.763294,-6.307117,18.501871
nominal,4,1.000000,1.000000,1.000000,127.007054,70,True,False,3.042432,-2.073965,2.627639
randomized,0,1.000000,1.000000,1.000000,2353.143577,1000,False,True,70.329123,-0.586025,70.211918
randomized,1,1.000000,1.000000,1.000000,2314.624072,1000,False,True,68.406167,4.044842,67.597198
randomized,2,1.000000,1.000000,1.000000,2250.159342,1000,False,True,65.208642,-3.564798,64.495682
randomized,3,1.000000,1.000000,1.000000,678.262862,299,True,False,19.763294,-6.307117,18.501871
randomized,4,1.000000,1.000000,1.000000,127.007054,70,True,False,3.042432,-2.073965,2.627639
